user_id,prediction
218492,1.0
218535,0.0
218557,1.0
218559,0.0
218591,0.0
218602,0.0
218636,1.0
218643,0.0
218653,1.0
218671,0.0
218674,0.0
218677,1.0
218705,1.0
218709,0.0
218736,0.0
218755,0.0
218775,1.0
218803,0.0
218814,1.0
218826,1.0
218834,0.0
218867,1.0
218869,0.0
218870,0.0
218976,1.0
218979,0.0
219021,0.0
219022,0.0
219035,0.0
219083,1.0
219111,0.0
219127,1.0
219147,0.0
219148,0.0
219150,0.0
219045,1.0
219181,1.0
219207,0.0
219216,0.0
219220,0.0
219224,0.0
219267,1.0
219268,0.0
219118,0.0
219274,0.0
219276,0.0
219305,0.0
219314,1.0
219323,0.0
219345,1.0
219357,0.0
219360,1.0
219375,0.0
219397,0.0
219403,1.0
219416,0.0
219419,1.0
219463,0.0
219502,0.0
219509,0.0
219521,0.0
219528,1.0
219533,1.0
219558,0.0
219584,1.0
219587,0.0
219590,0.0
219612,0.0
219636,0.0
219610,1.0
219675,0.0
219679,1.0
219724,0.0
219780,0.0
219794,0.0
219814,1.0
219819,0.0
219823,0.0
219859,1.0
219903,0.0
219910,0.0
219911,0.0
219920,0.0
219922,0.0
219957,0.0
219989,1.0
219706,1.0
220021,1.0
220026,0.0
220054,1.0
220072,0.0
220083,0.0
220100,1.0
220123,0.0
220122,0.0
220148,1.0
220161,1.0
220222,0.0
220239,1.0
220277,0.0
220215,1.0
220287,0.0
220301,0.0
220311,0.0
220312,1.0
220315,0.0
220325,1.0
220329,0.0
220331,1.0
220336,1.0
220339,1.0
220369,1.0
220382,1.0
220419,1.0
220426,0.0
220437,0.0
220448,0.0
220456,0.0
220207,1.0
220469,0.0
220479,1.0
220504,1.0
220540,0.0
220541,1.0
220559,1.0
220577,0.0
220579,1.0
220588,1.0
220591,1.0
220610,0.0
220639,1.0
220680,1.0
220692,1.0
220712,0.0
220714,1.0
220753,0.0
220772,1.0
220779,0.0
220791,1.0
220792,0.0
220481,0.0
220863,0.0
220759,0.0
220908,0.0
220912,1.0
220920,1.0
220934,0.0
220936,0.0
220944,1.0
220963,0.0
220990,0.0
220907,0.0
221014,1.0
221057,0.0
221061,0.0
221038,0.0
221109,1.0
221115,0.0
221132,0.0
221113,0.0
221137,0.0
221138,0.0
221146,0.0
221204,1.0
221242,1.0
221246,0.0
221252,0.0
221262,1.0
221277,1.0
221287,0.0
221288,0.0
221295,0.0
221299,0.0
221307,1.0
221317,0.0
221332,1.0
221338,1.0
221342,0.0
221354,0.0
221371,1.0
221380,0.0
221401,0.0
221489,1.0
221501,1.0
221502,0.0
221514,1.0
221309,0.0
221550,1.0
221553,1.0
221561,1.0
221571,0.0
221574,0.0
221577,0.0
221584,1.0
221586,1.0
221670,0.0
221674,1.0
221676,0.0
221695,0.0
221496,1.0
221711,1.0
221714,0.0
221727,0.0
221822,0.0
221926,1.0
221934,0.0
221983,1.0
222027,1.0
222028,1.0
222072,1.0
222080,0.0
222081,1.0
222108,1.0
222142,1.0
222171,1.0
222182,1.0
222189,1.0
222202,1.0
222208,0.0
222236,1.0
222248,1.0
222271,1.0
222277,1.0
222310,0.0
222311,0.0
222326,1.0
222339,0.0
222340,1.0
222353,0.0
222374,1.0
222377,1.0
222384,1.0
222291,0.0
222397,0.0
222401,1.0
222414,1.0
222428,0.0
222435,1.0
222437,0.0
222388,1.0
222457,0.0
222464,0.0
222472,1.0
222478,0.0
222482,0.0
222505,0.0
222512,0.0
222555,0.0
222563,0.0
222574,1.0
222631,1.0
222649,1.0
222658,0.0
222664,0.0
222717,0.0
222749,1.0
222761,0.0
222781,0.0
222820,0.0
222822,1.0
222835,1.0
222838,0.0
222866,1.0
222873,1.0
222881,1.0
222895,0.0
222899,1.0
222941,0.0
222961,1.0
222981,0.0
222987,1.0
223024,0.0
222858,0.0
223044,1.0
222934,0.0
223057,0.0
223058,0.0
223076,1.0
223101,1.0
223124,1.0
223142,0.0
223166,0.0
223165,1.0
223185,0.0
223186,0.0
223238,0.0
223280,1.0
223298,0.0
223333,1.0
223353,1.0
223389,0.0
223396,0.0
223422,0.0
223425,1.0
223432,1.0
223487,0.0
223374,0.0
223522,1.0
223536,1.0
223555,1.0
223568,1.0
223570,0.0
223588,1.0
223603,0.0
223608,1.0
223572,1.0
223645,1.0
223650,0.0
223665,0.0
223668,0.0
223722,1.0
223750,0.0
223761,1.0
223777,1.0
223789,1.0
223795,1.0
223810,0.0
223832,1.0
223853,0.0
223855,1.0
223882,0.0
223891,0.0
223898,1.0
223901,1.0
223918,1.0
223925,1.0
223928,0.0
223933,1.0
223938,1.0
223947,0.0
223970,0.0
224014,0.0
224018,0.0
224032,0.0
224046,1.0
224033,0.0
224097,1.0
224104,0.0
224109,0.0
224142,1.0
224144,0.0
224161,0.0
224182,1.0
224183,1.0
224184,0.0
223873,0.0
224186,0.0
224212,0.0
224228,0.0
224241,1.0
224254,0.0
224256,1.0
224271,0.0
224274,0.0
224286,1.0
224289,0.0
223866,0.0
224306,1.0
224311,1.0
224364,0.0
224360,1.0
224404,0.0
224419,0.0
224437,1.0
224467,1.0
224466,0.0
224191,0.0
224501,0.0
224531,0.0
224542,0.0
224581,1.0
224591,1.0
224607,1.0
224691,0.0
224712,0.0
224749,1.0
224751,0.0
224752,0.0
224763,0.0
224774,1.0
224780,0.0
224792,0.0
224835,1.0
224859,0.0
224873,0.0
224888,0.0
224891,1.0
224914,0.0
224931,1.0
224953,0.0
224960,0.0
225014,0.0
225070,1.0
225132,1.0
225135,0.0
225168,1.0
225163,1.0
225176,0.0
224874,1.0
225213,0.0
225216,1.0
224459,1.0
225315,1.0
225330,0.0
225346,1.0
225352,1.0
225356,1.0
225182,0.0
225449,1.0
225463,1.0
225471,0.0
225524,1.0
225536,0.0
225484,0.0
225561,1.0
225334,0.0
225579,0.0
225590,1.0
225608,0.0
225618,0.0
225571,0.0
225639,1.0
225654,0.0
225716,0.0
225729,1.0
225736,0.0
225770,1.0
225786,0.0
225827,0.0
225836,0.0
225842,0.0
225856,0.0
225920,1.0
225924,0.0
225937,0.0
225952,0.0
225962,0.0
225983,0.0
226007,1.0
226016,0.0
226013,0.0
226006,0.0
225992,1.0
226032,0.0
226064,0.0
226104,0.0
226123,0.0
226134,1.0
226139,1.0
226163,1.0
226084,0.0
226033,0.0
225630,1.0
226227,0.0
225863,0.0
226285,1.0
226374,1.0
226388,1.0
226360,1.0
226400,1.0
226454,0.0
226490,0.0
226519,1.0
226372,1.0
226531,0.0
226542,0.0
226573,1.0
226580,1.0
226637,1.0
226638,0.0
226640,0.0
226664,1.0
226700,0.0
226750,0.0
226787,1.0
226795,0.0
226804,1.0
226803,1.0
226831,1.0
226860,1.0
226856,0.0
226894,1.0
226901,0.0
226906,0.0
226926,1.0
226863,0.0
226957,1.0
226748,0.0
226970,1.0
226972,0.0
226994,1.0
227035,1.0
227046,0.0
227008,0.0
227097,0.0
227107,1.0
227122,0.0
227136,0.0
227142,1.0
226395,0.0
226671,1.0
227200,0.0
227203,0.0
227208,1.0
227234,1.0
227260,1.0
227293,0.0
227299,1.0
227227,0.0
227413,1.0
227115,1.0
227473,1.0
227474,1.0
227480,0.0
227501,0.0
227518,0.0
227554,0.0
227581,1.0
227583,1.0
227584,1.0
227450,0.0
227613,0.0
227625,0.0
227628,0.0
227637,0.0
227427,0.0
227218,1.0
227698,1.0
227758,1.0
227784,1.0
227860,1.0
227865,0.0
227881,0.0
227892,0.0
227926,1.0
227946,0.0
227792,0.0
227964,0.0
227968,1.0
227971,1.0
228096,0.0
228114,0.0
228128,1.0
228132,1.0
228148,0.0
228152,1.0
228166,0.0
228198,1.0
228265,0.0
228294,1.0
228241,0.0
228320,0.0
228363,1.0
228364,1.0
228376,1.0
228391,1.0
228396,0.0
228168,0.0
228436,0.0
228445,0.0
228459,1.0
228460,0.0
228492,0.0
228501,1.0
228539,0.0
228589,0.0
228593,0.0
228612,0.0
228657,1.0
228676,0.0
228685,0.0
228765,1.0
228786,1.0
228667,0.0
228130,1.0
228834,0.0
228855,0.0
228865,0.0
228900,1.0
228447,0.0
228927,0.0
228932,0.0
228939,1.0
228948,0.0
228972,1.0
228988,1.0
228991,1.0
229001,1.0
229000,1.0
229003,1.0
229015,1.0
229030,1.0
228634,1.0
229040,1.0
229054,0.0
229062,0.0
229065,0.0
229124,0.0
229148,0.0
229153,1.0
229170,0.0
229180,0.0
229070,1.0
229209,1.0
229212,0.0
229250,0.0
229299,1.0
229298,0.0
229342,0.0
229374,1.0
229451,1.0
229471,1.0
229483,1.0
229487,0.0
229490,1.0
229493,0.0
229516,1.0
229517,0.0
229537,0.0
229567,0.0
229602,1.0
229288,1.0
229633,0.0
229649,1.0
229656,1.0
229688,1.0
229660,0.0
229690,1.0
229746,1.0
229759,0.0
229762,1.0
229793,1.0
229800,0.0
229819,0.0
229834,1.0
229846,0.0
229863,0.0
229874,1.0
229882,0.0
229901,0.0
229926,1.0
229935,1.0
229938,0.0
229969,0.0
229986,1.0
230000,1.0
230015,1.0
230017,1.0
230022,1.0
230036,0.0
230076,0.0
230142,0.0
230257,1.0
230269,1.0
230283,1.0
230291,1.0
230302,0.0
230292,0.0
230322,0.0
230331,0.0
230338,1.0
230360,1.0
230363,0.0
230397,0.0
230467,1.0
230471,1.0
230487,1.0
230491,0.0
230536,1.0
230309,0.0
230664,1.0
230676,0.0
230686,1.0
230709,0.0
230736,0.0
230777,0.0
230840,1.0
230790,1.0
230642,1.0
230871,0.0
230910,0.0
230934,1.0
230942,0.0
230944,0.0
230946,0.0
230949,0.0
230970,1.0
230992,1.0
230987,1.0
230999,0.0
231007,1.0
231093,1.0
231101,1.0
231106,1.0
231112,1.0
231143,0.0
231146,0.0
231148,0.0
231150,0.0
231176,1.0
231190,0.0
231200,0.0
231209,0.0
231223,1.0
231224,1.0
231268,0.0
231271,0.0
231280,0.0
231287,0.0
231306,0.0
231314,0.0
231315,1.0
231330,0.0
231332,1.0
231328,1.0
231365,0.0
231382,0.0
231395,1.0
231432,1.0
231441,0.0
231454,0.0
231004,1.0
231462,0.0
231468,0.0
231471,1.0
231481,0.0
231484,1.0
231488,1.0
231540,0.0
231541,0.0
231551,1.0
231443,0.0
231596,1.0
231670,0.0
231692,0.0
231721,1.0
231726,1.0
231720,1.0
231750,1.0
231702,0.0
231791,0.0
231855,1.0
231864,0.0
231894,1.0
231902,0.0
231904,1.0
231907,0.0
231910,0.0
231911,1.0
231912,1.0
231918,0.0
231920,0.0
231922,0.0
231943,0.0
231834,0.0
231977,0.0
232076,0.0
232098,1.0
232113,1.0
232160,0.0
232170,1.0
232175,1.0
232182,0.0
232233,1.0
232236,0.0
232242,0.0
232255,0.0
232059,1.0
232340,0.0
232347,1.0
232350,0.0
232381,0.0
232398,0.0
232401,0.0
232408,1.0
232423,1.0
232425,0.0
231856,1.0
232446,0.0
232454,1.0
232456,0.0
232119,1.0
232491,1.0
232513,1.0
232510,0.0
232405,1.0
232519,0.0
232533,0.0
232552,0.0
232556,0.0
232581,0.0
232649,1.0
232696,1.0
232723,1.0
232199,1.0
232809,0.0
232822,1.0
232853,1.0
232872,0.0
232873,0.0
232909,1.0
232912,0.0
232918,0.0
232963,0.0
232973,1.0
232978,0.0
232727,1.0
233005,1.0
233017,0.0
233034,0.0
233043,0.0
233046,0.0
233048,0.0
233050,0.0
233051,0.0
233074,1.0
233088,0.0
233101,1.0
233111,0.0
233128,1.0
233135,0.0
233147,0.0
233164,0.0
233176,0.0
233178,0.0
233185,0.0
232713,1.0
233146,0.0
233265,0.0
233300,0.0
233304,1.0
233187,1.0
233350,0.0
233357,0.0
232933,0.0
233439,1.0
233454,1.0
233489,1.0
233494,0.0
233513,1.0
233521,1.0
233526,0.0
233273,0.0
233532,1.0
233536,0.0
233567,0.0
233597,1.0
233602,0.0
233605,1.0
233607,0.0
233624,1.0
233622,0.0
233662,0.0
233677,0.0
233688,0.0
233796,1.0
233409,0.0
233810,1.0
233554,0.0
233469,1.0
233853,1.0
233860,0.0
233869,1.0
233890,1.0
233956,1.0
233969,0.0
234042,0.0
234093,0.0
234135,0.0
234152,1.0
234179,0.0
234011,0.0
234210,1.0
234227,1.0
234232,1.0
234242,1.0
234246,1.0
234300,1.0
234326,0.0
234363,1.0
234368,0.0
234400,0.0
234430,0.0
234452,0.0
234455,0.0
234481,1.0
234484,0.0
234544,0.0
234587,0.0
234593,1.0
234612,1.0
234644,1.0
234679,0.0
234690,1.0
234692,0.0
234698,0.0
234722,1.0
234734,1.0
234747,1.0
